ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"186.251.255.13","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","212","Seanet Telecom Carazinho Eireli","31337","socks4","4902","1","2023-09-26T03:00:12.846Z","99","3988","4011"
"103.199.97.33","elite","AS45804","IN","New Shivam Cable Network","190","N/A","39825","socks4","5011","1","2023-09-26T03:00:06.435Z","97","3986","4091"
"5.188.4.110","elite","AS202422","BR","G-Core Labs S.A","194","GCL","80","socks4","5096","1","2023-09-26T03:00:06.442Z","70","2833","4030"
"41.203.252.118","elite","AS36902","SC","Intelvision","170","Intelvision Ltd","3128","socks5","5001","1","2023-09-26T03:00:06.440Z","99","4023","4057"
"51.15.190.163","elite","AS12876","FR","SCALEWAY","1","ONLINE","14522","socks5","5110","1","2023-09-26T03:00:06.738Z","85","3330","3939"
"51.68.39.62","elite","AS16276","FR","OVH SAS","85","OVH","58347","socks5","3513","1","2023-09-26T03:00:06.541Z","100","4002","4003"
"101.43.3.207","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","292","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","5196","1","2023-09-26T03:00:01.787Z","63","2516","3985"
"103.47.93.234","elite","AS134058","IN","Broban Internet Services Pvt.ltd","191","Broban  PVT Ltd.","1080","socks4","1604","1","2023-09-26T03:00:01.786Z","99","4027","4053"
"94.240.198.202","elite","AS16010","GE","Caucasus Online LLC","74","Caucasus Online LLC","5678","socks4","5191","1","2023-09-26T03:00:01.782Z","99","4043","4073"
"213.226.16.46","elite","AS8717","BG","Mobiltel EAD","43","N/A","51372","socks4","5295","1","2023-09-26T03:00:01.883Z","99","3910","3959"
"203.23.103.127","elite","AS209242","BZ","Cloudflare London, LLC","92","Umpire Associates LTD","80","socks4","4606","1","2023-09-26T03:00:01.784Z","100","4004","4004"
"154.70.151.73","elite","AS327716","BW","Microteck Enterprises (Pty) Ltd.","195","microteck 4G","5678","socks4","4790","1","2023-09-26T03:00:00.644Z","97","3844","3971"
"5.9.154.177","elite","AS24940","DE","Hetzner Online GmbH","87","Hetzner","30000","socks5","3414","1","2023-09-26T03:00:00.637Z","100","3996","3997"
"109.195.187.178","elite","AS52207","RU","CJSC \"ER-Telecom Holding\" Tula branch","49","JSC \"ER-Telecom Holding\" Tula Branch","9150","socks5","4911","1","2023-09-26T03:00:00.639Z","100","4029","4038"
"178.18.248.104","elite","AS51167","DE","Contabo GmbH","94","Contabo GmbH","49153","socks4","4998","1","2023-09-26T03:00:00.642Z","100","4092","4099"
"45.196.151.134","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","5432","socks4","5184","1","2023-09-26T02:59:55.734Z","98","3983","4071"
"80.229.194.203","elite","AS6871","GB","Plusnet Technologies Ltd","97","PlusNet Plc","4153","socks4","5197","1","2023-09-26T02:59:55.745Z","100","4075","4083"
"180.122.151.182","elite","AS4134","CN","Chinanet","200","Chinanet JS","28643","socks5","5006","1","2023-09-26T02:59:55.645Z","67","2704","4044"
"120.46.155.74","elite","AS55990","CN","Huawei Cloud Service data center","164","Huawei Cloud Service","7890","socks4","5091","1","2023-09-26T02:59:55.650Z","63","2561","4036"
"157.185.170.32","elite","AS54994","CA","Meteverse Limited.","78","Meteverse Limited","26589","socks5","3093","1","2023-09-26T02:59:55.649Z","100","3934","3942"
"121.12.223.145","elite","AS4134","CN","Chinanet","291","Chinanet GD","7890","socks4","5102","1","2023-09-26T02:59:50.945Z","19","786","4046"
"114.232.109.27","elite","AS4134","CN","Chinanet","300","Chinanet JS","2829","socks5","4607","1","2023-09-26T02:59:50.951Z","55","2166","3927"
"159.192.142.24","elite","AS131090","TH","CAT-BB","199","N/A","5678","socks4","4994","1","2023-09-26T02:59:50.950Z","100","4070","4080"
"41.60.234.235","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","189","Liquid Telecommunications Operations Limited","5678","socks4","802","1","2023-09-26T02:59:50.948Z","86","3457","4012"
"182.160.125.148","elite","AS24323","BD","Aamra Networks Limited","194","N/A","8080","socks4","5092","1","2023-09-26T02:59:50.943Z","95","3796","4016"
"45.196.150.167","elite","AS7018","US","AT&T Services, Inc.","90","AQUA Networks Limited","5432","socks4","4690","1","2023-09-26T02:59:50.949Z","98","3984","4057"
"213.157.243.196","elite","AS21283","SI","A1 Slovenija","92","A1 Slovenija telekomunikacijske storitve, d.d.","5678","socks4","5887","1","2023-09-26T02:59:49.890Z","75","3066","4066"
"103.135.225.202","elite","AS138871","ID","SUPERCORRIDOR","194","N/A","4153","socks5","4701","1","2023-09-26T02:59:49.984Z","71","2829","3980"
"202.70.80.153","elite","AS23752","NP","Nepal Telecommunications Corporation","193","Nepal Telecommunications Corporation","5678","socks4","5096","1","2023-09-26T02:59:49.891Z","97","3901","4020"
"142.93.6.218","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","80","socks4","5000","82","2023-09-26T02:59:49.889Z","82","3328","4081"
"198.12.154.22","elite","AS398101","US","GoDaddy.com, LLC","194","GoDaddy.com, LLC","28057","socks4","5095","1","2023-09-26T02:59:49.985Z","100","4096","4098"
"46.148.45.119","elite","AS43395","IR","Pooya Parto Qeshm Cooperative Company","123","PartPayam Shahin Shahr ISP","5678","socks4","4710","1","2023-09-26T02:59:45.739Z","92","3651","3988"
"89.237.34.17","elite","AS20485","RU","multi-origin SUTTK","75","N/A","51549","socks4","4398","1","2023-09-26T02:59:45.748Z","99","4039","4075"
"110.77.171.70","elite","AS131090","TH","CAT-BB","187","N/A","8080","socks4","4893","1","2023-09-26T02:59:45.745Z","64","2555","3993"
"179.191.23.38","elite","AS52565","BR","Edgar Rodrigues Romao Filho ME","194","Edgar Rodrigues Romao Filho ME","5678","socks4","2695","1","2023-09-26T02:59:45.741Z","99","4006","4027"
"154.79.242.178","elite","AS36926","KE","Airtel KE Mobile & Fixed Internet","194","N/A","10801","socks4","4900","1","2023-09-26T02:59:40.734Z","93","3828","4133"
"203.13.32.236","elite","AS209242","CY","Cloudflare London, LLC","18","Lachtaristo Holdings Limited","80","socks4","3803","1","2023-09-26T02:59:40.736Z","100","3936","3936"
"103.90.231.93","elite","AS150698","VN","ONETIDC","208","Onet IDC Company","40797","socks5","5003","1","2023-09-26T02:59:40.733Z","98","4009","4083"
"45.77.210.72","elite","AS20473","US","The Constant Company","182","Vultr Holdings, LLC","11874","socks5","4808","1","2023-09-26T02:59:40.649Z","54","2175","4012"
"217.145.94.196","elite","AS20665","BG","Varna Net Ltd.","52","Varnanet","4153","socks4","4893","1","2023-09-26T02:59:40.648Z","99","3973","3998"
"216.80.120.100","elite","AS6079","US","RCN","186","RCN Corporation","3820","socks5","5185","1","2023-09-26T02:59:38.094Z","99","4048","4080"
"170.80.221.153","elite","AS265274","BR","Fixa Telecomunicações do Brasil Ltda","196","LOCALLINK TELECOMUNICAÇÕES LTDA - ME","4153","socks4","2886","1","2023-09-26T02:59:38.081Z","89","3555","4009"
"202.165.38.185","elite","AS17538","ID","Circlecom","178","N/A","5678","socks4","1388","1","2023-09-26T02:59:38.082Z","100","4044","4058"
"186.126.42.127","elite","AS7303","AR","Telecom Argentina S.A.","994","Telecom Personal Bs","1080","socks4","2698","1","2023-09-26T02:59:38.082Z","39","1615","4122"
"139.224.117.52","elite","AS37963","CN","Addresses CNNIC","192","Aliyun Computing Co., LTD","2222","socks4","5003","1","2023-09-26T02:59:38.080Z","84","3378","4034"
"45.196.150.46","elite","AS7018","US","AT&T Services, Inc.","90","AQUA Networks Limited","5432","socks4","3790","2","2023-09-26T02:59:38.083Z","98","3985","4054"
"117.26.40.70","elite","AS4134","CN","Chinanet","201","Chinanet FJ","2829","socks5","5003","1","2023-09-26T02:59:35.643Z","59","2312","3907"
"66.42.52.194","elite","AS20473","SG","Choopa","196","N/A","49163","socks4","4612","2","2023-09-26T02:59:35.646Z","99","3949","3976"
"177.222.60.138","elite","AS27882","BO","Telefónica Celular de Bolivia S.A.","193","Telefónica Celular de Bolivia S.A","5678","socks4","3803","3","2023-09-26T02:59:35.648Z","100","4019","4037"
"157.185.178.152","elite","AS54994","CA","Meteverse Limited.","113","Meteverse Limited","26589","socks5","4804","1","2023-09-26T02:59:35.650Z","100","3930","3934"
"172.67.182.38","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2005","1","2023-09-26T02:59:30.540Z","100","3930","3930"
"103.251.83.61","elite","AS45804","IN","M.B. Corporation","195","M.B. Corporation","8080","socks5","4698","1","2023-09-26T02:59:30.543Z","99","3901","3958"
"152.204.128.46","elite","AS3816","CO","Colombia Telecomunicaciones S.a. ESP","186","Colombia Telecomunicaciones S.a. ESP","35483","socks4","4789","1","2023-09-26T02:59:30.536Z","96","3845","3995"
"80.87.200.140","elite","AS29182","RU","JSC IOT","45","JSC \"Server\"","9050","socks4","5089","1","2023-09-26T02:59:30.545Z","100","4079","4080"
"103.54.148.34","elite","AS134128","BD","Mega Speed","195","N/A","1080","socks4","4198","1","2023-09-26T02:59:30.544Z","99","3987","4015"
"103.47.93.246","elite","AS134058","IN","Broban Internet Services Pvt.ltd","143","Broban  PVT Ltd.","1080","socks4","2797","1","2023-09-26T02:59:30.542Z","99","3911","3945"
"176.215.237.166","elite","AS51645","RU","JSC \"ER-Telecom Holding\"","105","OJSC Siberian Telephone Company Network","5678","socks4","4494","1","2023-09-26T02:59:30.538Z","67","2700","4032"
"103.85.230.241","elite","AS136634","IN","Maxcon Solution Pvt. Ltd","10","Maxcon Solution Pvt. Ltd.","8080","socks4","4798","1","2023-09-26T02:59:26.286Z","65","2617","4006"
"197.234.13.54","elite","AS36902","SC","Intelvision","193","Intelvision Ltd","4145","socks4","4885","1","2023-09-26T02:59:26.284Z","100","4069","4087"
"185.105.237.11","elite","AS212248","IR","Abolfazl-Shirdel","16","Amnpardaz Soft Corporation","3128","socks5","4600","1","2023-09-26T02:59:26.288Z","100","3950","3968"
"84.51.0.197","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","87","Siba Bilisim Telekominikasyon Elektronik Ithalat Ihracat Limited","4145","socks4","4893","1","2023-09-26T02:59:26.287Z","100","4028","4035"
"110.77.184.98","elite","AS131090","TH","CAT-BB","179","N/A","4145","socks4","3597","1","2023-09-26T02:59:25.238Z","87","3534","4060"
"185.172.129.13","elite","AS204154","US","First Server Limited","78","FirstByte","7497","socks5","3800","1","2023-09-26T02:59:25.243Z","98","3966","4065"
"89.237.33.97","elite","AS20485","RU","multi-origin SUTTK","67","N/A","51549","socks4","4809","2","2023-09-26T02:59:25.240Z","99","4021","4072"
"43.153.30.185","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","197","Tencent Cloud Computing","443","socks5","2908","2","2023-09-26T02:59:25.242Z","67","2729","4087"
"223.25.101.86","elite","AS9341","ID","PT Indonesia Comnets Plus","188","Sinerginet","5678","socks4","5215","1","2023-09-26T02:59:25.241Z","99","3869","3922"
"189.10.103.98","elite","AS8167","BR","V tal","289","Brasil Telecom Comunicacao Multimidia S.A","3128","socks5","1995","1","2023-09-26T02:59:25.241Z","97","3848","3980"
"31.43.63.70","elite","AS50581","UA","Ukrainian Telecommunication Group LLC","48","UTELECOMUA B2","4145","socks4","4906","1","2023-09-26T02:59:20.142Z","95","3840","4027"
"121.13.229.213","elite","AS4134","CN","Chinanet","288","Chinanet GD","61401","socks4","4308","1","2023-09-26T02:59:20.141Z","80","3273","4071"
"195.93.173.116","elite","AS61400","RU","Start LLC","100","Kutumova Elena Vladimyrovna","9050","socks4","588","1","2023-09-26T02:59:20.240Z","98","3945","4029"
"51.89.16.111","elite","AS16276","GB","OVH SAS","11","OVH","49528","socks4","4803","1","2023-09-26T02:59:20.238Z","100","3981","3983"
"118.71.99.233","elite","AS18403","VN","FPT Telecom Company","199","Vietnam Internet Network Information Center","5678","socks4","3892","81","2023-09-26T02:59:20.139Z","100","4045","4064"
"119.2.54.25","elite","AS55666","ID","GMEDIA","210","N/A","5678","socks4","5014","1","2023-09-26T02:59:20.144Z","100","4031","4041"
"88.255.106.26","elite","AS9121","TR","TurkTelekom","71","N/A","10820","socks4","5103","1","2023-09-26T02:59:14.648Z","44","1842","4140"
"185.171.54.34","elite","AS44285","IR","Shahrad","100","N/A","4153","socks4","2212","1","2023-09-26T02:59:14.991Z","95","3879","4069"
"173.255.202.28","elite","AS63949","US","Akamai Technologies, Inc.","191","Linode","39319","socks5","1514","1","2023-09-26T02:59:14.989Z","99","3913","3937"
"103.10.99.110","elite","AS18103","ID","Neuviz","195","N/A","5678","socks4","5008","1","2023-09-26T02:59:14.989Z","96","3951","4095"
"185.169.181.14","elite","AS34984","TR","Ates Dc","58","Ibrahim MALA trading as Ates Dc","4145","socks4","5015","1","2023-09-26T02:59:14.645Z","100","4022","4026"
"47.252.4.1","elite","AS45102","US","Alibaba.com LLC","79","ALICLOUD-US","80","socks4","4699","1","2023-09-26T02:59:09.645Z","87","3476","4005"
"222.165.226.221","elite","AS24207","ID","PT NettoCyber Indonesia","193","N/A","3629","socks4","4689","1","2023-09-26T02:59:09.649Z","99","3976","4029"
"5.9.147.197","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","30000","socks4","4594","1","2023-09-26T02:59:09.647Z","100","4002","4009"
"45.126.169.233","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","210","NET 4 U Services PVT LTD","4145","socks4","4499","1","2023-09-26T02:59:09.648Z","99","4052","4084"
"185.233.202.110","elite","AS200740","NL","First Server Limited","11","Firstbyte Hosting","8088","socks4","3799","1","2023-09-26T02:59:09.652Z","99","3988","4032"
"177.131.29.208","elite","AS262378","BR","Compuservice Empreendimentos Ltda","193","Compuservice Empreendimentos Ltda","4153","socks4","4307","1","2023-09-26T02:59:09.644Z","98","4024","4088"
"112.45.121.199","elite","AS139080","CN","China Mobile Communications Corporation","392","China Mobile Communications Corporation","8123","socks5","792","1","2023-09-26T02:59:09.646Z","85","3466","4100"
"198.89.91.90","elite","AS21299","KZ","Kar-Tel LLC","88","Kar-Tel LLC","5678","socks4","5002","86","2023-09-26T02:59:05.133Z","91","3560","3924"
"38.127.173.104","elite","AS174","US","Cogent Communications","80","Torlandia Trading SRL","174","socks4","3805","1","2023-09-26T02:59:05.143Z","100","4000","4007"
"36.91.117.59","elite","AS7713","ID","PT Telekomunikasi Indonesia","199","Telekomunikasi Indonesia","5678","socks4","4286","1","2023-09-26T02:59:05.144Z","100","4063","4068"
"203.13.32.218","elite","AS209242","CY","Cloudflare London, LLC","11","Lachtaristo Holdings Limited","80","socks4","5106","78","2023-09-26T02:59:05.041Z","100","4014","4014"
"180.183.134.72","elite","AS45629","TH","Triple T Broadband Public Company Limited","151","Triple T Broadband Public Company Limited","8080","socks4","3089","92","2023-09-26T02:59:05.047Z","94","3755","3991"
"134.119.190.185","elite","AS29066","FR","Host Europe GmbH","14","Bogdan Gribov","14182","socks5","4989","1","2023-09-26T02:59:03.292Z","100","4019","4021"
"68.183.44.44","elite","AS14061","GB","DigitalOcean, LLC","16","DigitalOcean, LLC","80","socks4","4399","1","2023-09-26T02:59:03.376Z","100","3999","4000"
"158.140.160.86","elite","AS63859","ID","MYREPUBLIC","198","N/A","10808","socks4","4593","1","2023-09-26T02:59:03.293Z","97","3931","4067"
"200.109.65.110","elite","AS8048","VE","CANTV Servicios, Venezuela","164","CANTV Servicios, Venezuela","4153","socks4","4096","1","2023-09-26T02:59:03.375Z","96","3900","4071"
"110.185.102.103","elite","AS38283","CN","CHINANET SiChuan Telecom Internet Data Center","230","Chinanet SC","51800","socks4","4301","1","2023-09-26T02:59:03.378Z","78","3157","4023"
"84.51.0.200","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","80","Siba Bilisim Telekominikasyon Elektronik Ithalat Ihracat Limited","4145","socks4","4911","1","2023-09-26T02:59:03.388Z","100","4035","4048"
"202.21.127.6","elite","AS9484","MN","Mobinet LLC","112","N/A","5678","socks4","4504","1","2023-09-26T02:59:03.294Z","97","3950","4078"
"103.82.11.237","elite","AS136156","BD","FNF Online","193","N/A","4153","socks4","4389","1","2023-09-26T02:58:59.934Z","99","4019","4060"
"118.67.170.121","elite","AS4766","KR","Netropy CO.","289","NURILINK","4153","socks4","5089","1","2023-09-26T02:58:59.939Z","99","4095","4119"
"193.84.184.25","elite","AS35036","LV","RD Holding \"Mira-1\"","45","Mira 1","5678","socks4","4989","1","2023-09-26T02:58:59.940Z","85","3506","4107"
"37.193.227.108","elite","AS31200","RU","Novotelecom Ltd","97","Novotelecom ltd.","1080","socks5","4607","1","2023-09-26T02:58:53.351Z","85","3473","4086"
"61.7.174.64","elite","AS131090","TH","CAT Telecom Public Company Limited","186","National Telecom Public Company Limited","4153","socks4","5009","1","2023-09-26T02:58:53.241Z","82","3245","3937"
"122.112.209.105","elite","AS55990","CN","Huawei Cloud Service data center","203","Huawei Cloud Service","55990","socks4","5008","1","2023-09-26T02:58:53.334Z","84","3348","3990"
"107.189.10.139","elite","AS53667","LU","FranTech Solutions","11","BuyVM","10808","socks4","911","1","2023-09-26T02:58:53.535Z","83","3337","4018"
"104.131.94.90","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","51346","socks5","4701","1","2023-09-26T02:58:53.349Z","100","3908","3918"
"179.189.196.52","elite","AS52626","BR","NovaNet Provedor e Web Ltda","292","NovaNet Provedor e Web Ltda","5678","socks4","5011","1","2023-09-26T02:58:53.250Z","34","1375","4037"
"27.156.212.86","elite","AS4134","CN","Chinanet","224","N/A","8004","socks4","5201","1","2023-09-26T02:58:51.485Z","8","328","3962"
"201.184.159.28","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","153","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","4793","1","2023-09-26T02:58:51.487Z","83","3421","4105"
"59.59.51.74","elite","AS4134","CN","Chinanet","202","Chinanet FJ","8001","socks5","2507","1","2023-09-26T02:58:51.485Z","83","3330","3995"
"170.244.64.12","elite","AS266492","BR","Flash Servicos EM Fibra Optica Ltda - ME","198","Flash Servicos EM Fibra Optica Ltda - ME","31476","socks4","4596","82","2023-09-26T02:58:51.485Z","100","4079","4092"
"157.245.62.1","elite","AS14061","SG","DigitalOcean, LLC","197","DigitalOcean, LLC","9050","socks4","5007","1","2023-09-26T02:58:51.486Z","100","4034","4050"
"104.16.106.154","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4806","1","2023-09-26T02:58:51.487Z","100","4041","4042"
"175.213.132.84","elite","AS4766","KR","Korea Telecom","233","Kornet","10001","socks4","5101","1","2023-09-26T02:58:51.484Z","100","3970","3971"
"104.19.233.117","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4708","1","2023-09-26T02:58:48.246Z","100","4093","4096"
"172.105.26.80","elite","AS63949","CA","Akamai Technologies","91","Linode","24817","socks4","5096","1","2023-09-26T02:58:48.249Z","97","3798","3896"
"103.212.93.201","elite","AS138312","IN","Best Telnet Services Private Limited","127","Best telnet services private limited","45639","socks4","4911","1","2023-09-26T02:58:48.243Z","99","4053","4078"
"49.48.47.72","elite","AS45629","TH","Triple T Broadband Public Company Limited","163","Triple T Broadband Public Company Limited","8080","socks4","5010","80","2023-09-26T02:58:48.248Z","78","3193","4079"
"104.27.15.161","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3609","1","2023-09-26T02:58:48.244Z","100","3974","3974"
"46.98.204.56","elite","AS15377","UA","ISP \"Fregat\"","65","ISP \"Fregat\" Ltd.","5678","socks4","5004","1","2023-09-26T02:58:48.335Z","85","3377","3989"
"119.28.73.226","elite","AS132203","HK","ComsenzNet","291","Tencent cloud computing (Beijing) Co., Ltd.","30002","socks4","4391","1","2023-09-26T02:58:43.235Z","100","3997","4012"
"186.248.87.172","elite","AS23106","BR","AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT","290","AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT","5678","socks4","1708","1","2023-09-26T02:58:43.240Z","99","4046","4092"
"139.59.58.141","elite","AS14061","IN","DigitalOcean, LLC","192","DigitalOcean, LLC","7497","socks5","2409","1","2023-09-26T02:58:43.238Z","91","3610","3986"
"139.59.99.83","elite","AS14061","SG","DIGITALOCEAN","189","DigitalOcean, LLC","80","socks5","4706","1","2023-09-26T02:58:43.236Z","100","3985","3991"
"115.127.121.202","elite","AS24342","BD","BRACNet Limited","200","BRACNet Limited","5678","socks4","5095","1","2023-09-26T02:58:43.234Z","99","4023","4080"
"92.38.45.72","elite","AS61979","RU","Stolica Svyazi Ltd.","77","Stolica Svyazi Ltd","3629","socks4","640","1","2023-09-26T02:58:43.241Z","94","3757","4018"
"200.115.188.52","elite","AS52422","HN","Velco Globalnetwork","201","Velco Globalnetwork","8080","socks4","1705","1","2023-09-26T02:58:43.237Z","99","3984","4030"
"166.62.85.224","elite","AS398101","US","GoDaddy.com, LLC","194","GoDaddy.com, LLC","61760","socks4","3307","1","2023-09-26T02:58:38.794Z","100","4107","4109"
"172.105.201.56","elite","AS63949","JP","Akamai Technologies","284","Linode","19151","socks4","4909","1","2023-09-26T02:58:38.334Z","99","3967","4006"
"81.150.169.217","elite","AS2856","GB","BT Public Internet Service","17","N/A","5678","socks4","5201","1","2023-09-26T02:58:38.338Z","100","4074","4085"
"196.44.184.138","elite","AS31856","ZW","YoAHRE-MAIN","195","N/A","5678","socks4","1396","1","2023-09-26T02:58:38.877Z","87","3548","4099"
"202.159.30.129","elite","AS9340","ID","PT IndoInternet","199","N/A","443","socks4","5094","1","2023-09-26T02:58:38.337Z","100","4017","4032"
"103.135.138.121","elite","AS150178","BD","Md. Aziz Uddin","204","N/A","1080","socks4","4914","1","2023-09-26T02:58:38.339Z","94","3761","4002"
"89.34.198.253","elite","AS8926","MD","JSC MOLDTELECOM SA","50","JSC Moldtelecom S.A.","5678","socks4","4898","1","2023-09-26T02:58:38.878Z","61","2427","4010"
"185.140.100.178","elite","AS203272","PL","Daniel Wojda trading as Netservice","87","Netservice Customers1","5678","socks4","4689","1","2023-09-26T02:58:38.793Z","94","3798","4022"
"195.225.48.177","elite","AS51357","UA","Kishchenko N.M. PE","85","Kishchenko N.M. PE","55774","socks4","4886","1","2023-09-26T02:58:38.879Z","99","3923","3971"
"1.1.168.61","elite","AS23969","TH","TOT Public Company Limited","191","TOT Public Company Limited","4145","socks4","4995","1","2023-09-26T02:58:38.878Z","77","3073","4015"
"36.91.190.61","elite","AS7713","ID","PT. Telekomunikasi Indonesia","279","Telekomunikasi Indonesia","5678","socks4","5102","1","2023-09-26T02:58:33.234Z","98","3996","4073"
"89.218.152.146","elite","AS9198","KZ","JSC Kazakhtelecom","107","Tookorkem","1080","socks4","4713","1","2023-09-26T02:58:33.249Z","71","2863","4052"
"109.188.86.168","elite","AS25159","RU","MSK SCARTEL network - FixedIP","77","N/A","4145","socks4","3592","1","2023-09-26T02:58:33.236Z","39","1572","4011"
"187.94.215.86","elite","AS53078","BR","Acesse Comunicação Ltda","196","EPACE INFORMÁTICA LTDA","5678","socks4","5010","1","2023-09-26T02:58:28.040Z","73","2939","4003"
"202.29.237.187","elite","AS4621","TH","Office of Info.Tech. Admin. for Educational Development","188","Office of Info.Tech. Admin. Educational Development","7497","socks5","5000","1","2023-09-26T02:58:28.145Z","97","3979","4085"
"110.78.149.221","elite","AS131090","TH","CAT-BB","175","N/A","4145","socks4","3906","1","2023-09-26T02:58:28.135Z","77","3142","4062"
"213.16.81.147","elite","AS12301","HU","Invitech ICT Services Kft.","40","SzerSzoft","5678","socks4","5193","1","2023-09-26T02:58:28.044Z","99","4102","4127"
"27.147.193.190","elite","AS23688","BD","Link3 Technologies Limited","191","Corporate Subscriber","1080","socks4","4805","1","2023-09-26T02:58:28.046Z","98","3996","4063"
"186.251.255.245","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","212","Seanet Telecom Carazinho Eireli","31337","socks4","3491","1","2023-09-26T02:58:28.050Z","80","3249","4060"
"47.240.226.173","elite","AS45102","HK","Alibaba.com LLC","256","ALICLOUD-HK","1080","socks5","4210","1","2023-09-26T02:58:28.042Z","97","4009","4135"
"213.168.250.121","elite","AS63949","GB","Akamai Technologies, Inc.","10","Linode, LLC","40418","socks5","4597","1","2023-09-26T02:58:28.047Z","85","3309","3900"
"103.47.93.239","elite","AS134058","IN","Broban Internet Services Pvt.ltd","143","Broban  PVT Ltd.","1080","socks4","1786","1","2023-09-26T02:58:27.085Z","99","4075","4101"
"45.7.210.195","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","295","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","4900","1","2023-09-26T02:58:27.086Z","99","3986","4012"
"37.186.242.183","elite","AS12874","IT","Fastweb Networks","80","N/A","8080","socks4","4992","1","2023-09-26T02:58:27.084Z","87","3554","4087"
"187.85.154.18","elite","AS53062","BR","Ggnet Telecom Backbone","213","Ggnet Telecom Backbone","5678","socks4","4198","1","2023-09-26T02:58:27.086Z","99","3906","3929"
"185.169.181.23","elite","AS34984","TR","Ates Dc","99","Ibrahim MALA trading as Ates Dc","4145","socks4","4997","1","2023-09-26T02:58:23.042Z","100","4000","4004"
"189.109.224.170","elite","AS10429","BR","Vivo","201","TELEF NICA BRASIL S.A","8081","socks4","4900","2","2023-09-26T02:58:22.943Z","100","3957","3967"
"202.159.35.33","elite","AS9340","ID","PT IndoInternet","178","N/A","443","socks4","4902","1","2023-09-26T02:58:22.949Z","100","4114","4123"
"190.210.186.241","elite","AS16814","AR","NSS S.A.","295","Argentina Virtual Networks","80","socks5","629","1","2023-09-26T02:58:22.946Z","100","4051","4061"
"103.239.200.226","elite","AS17970","PH","Sky Cable Corporation","235","TRI PH","1337","socks4","5000","1","2023-09-26T02:58:17.936Z","98","3986","4087"
"103.59.203.201","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","198","NET 4 U Services PVT LTD","4145","socks4","4707","1","2023-09-26T02:58:17.935Z","99","4038","4077"
"177.72.115.25","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","194","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","4500","1","2023-09-26T02:58:17.850Z","100","4085","4105"
"177.223.224.17","elite","AS52559","BR","Novatec Telecom Ltda","284","Novatec Telecom Ltda","4153","socks4","1603","1","2023-09-26T02:58:17.849Z","99","3987","4016"
"103.107.94.2","elite","AS135683","IN","Netncr Technology Pvt Ltd","151","Netncr Technology Pvt Ltd","44578","socks4","5010","1","2023-09-26T02:58:15.286Z","100","3975","3982"
"45.226.48.6","elite","AS267015","BR","Esadinet - Empresa De Servicos Adm. De Itubera LTD","301","Esadinet - Empresa De Servicos Adm. De Itubera LTD","4153","socks4","4917","1","2023-09-26T02:58:15.285Z","98","3994","4064"
"69.163.166.93","elite","AS26347","US","New Dream Network, LLC","199","New Dream Network, LLC","3838","socks5","5081","1","2023-09-26T02:58:15.284Z","100","4091","4094"
"138.36.151.11","elite","AS263729","AR","Pedraza Luis Eduardo","241","Pedraza Luis Eduardo","8090","socks5","3396","2","2023-09-26T02:58:15.283Z","100","4042","4060"
"205.164.66.7","elite","AS268200","BR","AGIS","288","Live Telecomunicacoes Ltda","4153","socks4","2106","1","2023-09-26T02:58:15.284Z","99","4067","4113"
"43.157.17.146","elite","AS132203","DE","Aceville Pte.ltd","82","N/A","443","socks5","2804","1","2023-09-26T02:58:13.035Z","29","1187","4042"
"185.25.119.98","elite","AS200000","UA","Hosting Ukraine LTD","41","new Hosting","43725","socks5","5001","1","2023-09-26T02:58:13.046Z","100","3919","3921"
